act_dem_res_count_max,act_dem_res_count_mean,act_dem_res_count_min,act_dem_res_count_ratio,act_dem_res_count_stddev,act_dem_res_count_variance,act_dem_units_max,act_dem_units_mean,act_dem_units_min,act_dem_units_ratio,act_dem_units_stddev,act_dem_units_variance,act_durations_for_res_max,act_durations_for_res_mean,act_durations_for_res_min,act_durations_for_res_ratio,act_durations_for_res_stddev,act_durations_for_res_variance,act_durations_max,act_durations_mean,act_durations_min,act_durations_ratio,act_durations_stddev,act_durations_variance,acts_per_res_max,acts_per_res_mean,acts_per_res_min,acts_per_res_ratio,acts_per_res_stddev,acts_per_res_variance,avgBranch,avgCap,avgDur,avgResESS,avgResSGSzmax,avgTotalCap,cap_job_ratio,cap_stats_max,cap_stats_mean,cap_stats_min,cap_stats_ratio,cap_stats_stddev,cap_stats_variance,cmax,cmaxBalanced,cmaxSGS,maxCap,minCap,nc,njobs,njobsOCESS,njobsOCSGSzmax,nperiods,nperiodsOCESS,nperiodsOCSGSzmax,nres,numBinaryVars_KopCt1,numBinaryVars_KopDt2,numConstraintsKopCt1,numConstraintsKopDt2,numContinuousVarsKopCt1,numContinuousVarsKopDt2,os,prec_per_act_max,prec_per_act_mean,prec_per_act_min,prec_per_act_ratio,prec_per_act_stddev,prec_per_act_variance,predcount_per_act_max,predcount_per_act_mean,predcount_per_act_min,predcount_per_act_ratio,predcount_per_act_stddev,predcount_per_act_variance,rc,rc0,rc1,rc2,rc3,res_job_ratio,res_util_ratio_max,res_util_ratio_mean,res_util_ratio_min,res_util_ratio_ratio,res_util_ratio_stddev,res_util_ratio_variance,revSlope,revWidth,rf,rs,rs0,rs1,rs2,rs3,succcount_per_act_max,succcount_per_act_mean,succcount_per_act_min,succcount_per_act_ratio,succcount_per_act_stddev,succcount_per_act_variance,tmax,tmin,tminBalanced,tminSGS,total_capacity,best_model
4,2.91935,0,0,0.892563,0.796669,27,15.3871,0,0,5.94884,35.3887,232,217.75,207,0.892241,10.9049,118.917,10,4.8871,0,0,2.72273,7.41327,47,45.25,43,0.914894,1.70783,2.91667,93,28.5,4.8871,24.9424,24.8808,42.5,1.83871,33,28.5,25,0.757576,3.69685,13.6667,211.5,102,174,33,25,1.5,62,48,48,304,27,28,4,5284,1911380,10059,17292,122,1,0.295611,4,3,2,0.5,0.789272,0.622951,3,1.5,0,0,0.784063,0.614754,0.188006,0.153535,0.174468,0.224186,0.199833,0.064516,9.64,8.48535,6.90909,0.716711,1.52121,2.31409,7.83333,27,0.729839,0.511548,0.5,0.512821,0.517241,0.516129,3,1.5,0,0,0.762868,0.581967,91,64,70,67,114,1
4,3.87097,0,0,0.712508,0.507668,34,21.7581,0,0,6.36251,40.4815,307,307,307,1,0,0,10,4.95161,0,0,2.81348,7.91565,60,60,60,1,0,0,131,36.5,4.95161,30.9992,30.9992,54.25,2.35484,41,36.5,35,0.853659,3,9,120.5,73,120.5,41,35,2.1129,62,38,38,308,21,21,4,3556,1846040,7526,16808,122,1,0.529878,6,4.22581,3,0.5,0.733716,0.53834,3,2.1129,0,0,0.9427,0.888684,0.154585,0.159524,0.167619,0.140244,0.150952,0.064516,10.0571,9.27509,8.41463,0.836682,0.876107,0.767564,20.0833,6,0.967742,0.70193,0.694444,0.714286,0.704545,0.694444,3,2.1129,0,0,0.889001,0.790322,77,71,71,71,146,1
1,0.967742,0,0,0.178127,0.031729,10,5.20968,0,0,3.2093,10.2996,117,85.5,63,0.538462,23.1733,537,10,5.51613,0,0,2.85578,8.15547,19,15,11,0.578947,3.65148,13.3333,93,20.25,5.51613,18.9453,18.9453,30.25,1.30645,24,20.25,12,0.5,5.56028,30.9167,13.5,13.5,13.5,24,12,1.5,62,24,24,343,9,9,4,1170,2114460,3762,19146,122,1,0.371232,5,3,2,0.4,0.905357,0.819672,3,1.5,0,0,0.82482,0.680328,0.273449,0.226545,0.258741,0.356061,0.252451,0.064516,4.30435,3.96908,3.36364,0.781451,0.791653,0.626714,0,0,0.241935,0.698693,0.722222,0.705882,0.666667,0.7,3,1.5,0,0,0.784063,0.614754,81,81,81,81,81,0
1,0.967742,0,0,0.178127,0.031729,10,5,0,0,2.98081,8.88525,90,79.25,58,0.644444,14.4078,207.583,10,5.1129,0,0,3.41695,11.6756,18,15,13,0.722222,2.16025,4.66667,131,15.75,5.1129,14.3876,14.3876,23.5,1.01613,18,15.75,13,0.722222,2.06155,4.25,40.5,19,40.5,18,13,2.1129,62,30,30,318,16,16,4,972,1925530,3456,17510,122,1,0.468535,6,4.22581,2,0.333333,0.711022,0.505553,3,2.1129,0,0,0.959933,0.921471,0.326344,0.313609,0.366071,0.336806,0.288889,0.064516,6.0625,4.89944,4.07692,0.672482,0.972853,0.946443,0,0,0.241935,0.508333,0.5,0.5,0.5,0.533333,3,2.1129,0,0,0.959932,0.92147,83,83,83,83,63,0
4,3.87097,0,0,0.712508,0.507668,32,20.6452,0,0,6.5364,42.7245,334,334,334,1,0,0,10,5.3871,0,0,2.97726,8.86409,60,60,60,1,0,0,93,45.25,5.3871,40.0701,40.0701,67.5,2.91935,49,45.25,41,0.836735,3.86221,14.9167,137.5,94,137.5,49,41,1.5,62,39,39,335,20,20,4,5004,2071870,9698,18758,122,1,0.338445,5,3,2,0.4,0.849301,0.721311,3,1.5,0,0,0.762868,0.581967,0.117904,0.119106,0.122449,0.118605,0.111458,0.064516,7.34694,7.07427,6.6875,0.910243,0.624658,0.390197,0,0,0.967742,0.704867,0.704545,0.709091,0.702128,0.703704,3,1.5,0,0,0.762868,0.581967,84,84,84,84,181,0
4,1.95161,0,0,0.930845,0.866473,26,11.4194,0,0,6.74731,45.5262,228,203.25,189,0.828947,17.1148,292.917,10,6.30645,0,0,3.14975,9.92094,34,30.25,28,0.823529,2.87228,8.25,131,14.25,6.30645,11.8476,11.5517,21.25,0.919355,16,14.25,13,0.8125,1.25831,1.58333,562,164,330,16,13,2.1129,62,57,57,392,77,87,4,2268,2350930,5271,21359,122,1,0.512427,6,4.22581,3,0.5,0.711022,0.505553,3,2.1129,0,0,0.907254,0.82311,0.412428,0.408163,0.358871,0.447802,0.434874,0.064516,14.7857,12.4694,11.125,0.752415,1.51454,2.29383,7.59459,74,0.487903,0.198473,0.2,0.206897,0.176471,0.210526,3,2.1129,0,0,0.851322,0.724749,171,97,126,111,57,0
4,3.87097,0,0,0.712508,0.507668,35,21.371,0,0,7.11322,50.5978,361,361,361,1,0,0,10,5.82258,0,0,3.00013,9.00079,60,60,60,1,0,0,93,65,5.82258,59.5062,59.5062,97.25,4.19355,76,65,55,0.723684,8.60233,74,0,0,0,76,55,1.5,62,0,0,362,0,0,4,5140,2296130,9902,20733,122,1,0.320465,5,3,2,0.4,0.809776,0.655738,3,1.5,0,0,0.784063,0.614754,0.085818,0.086923,0.075877,0.098182,0.082292,0.064516,5.89091,5.14911,4.55263,0.772823,0.946107,0.895118,0,0,0.967742,1,1,1,1,1,3,1.5,0,0,0.718605,0.516393,66,66,66,66,260,1
1,0.967742,0,0,0.178127,0.031729,10,5.56452,0,0,2.68341,7.20069,92,82.25,64,0.695652,12.6062,158.917,10,5.30645,0,0,3.27729,10.7406,17,15,13,0.764706,1.82574,3.33333,112,18.75,5.30645,17.3795,17.3795,28,1.20968,24,18.75,13,0.541667,6.07591,36.9167,27,13,27,24,13,1.80645,62,31,31,330,13,13,4,1080,2047130,3618,18550,122,1,0.407192,6,3.6129,2,0.333333,1.01392,1.02803,3,1.80645,0,0,0.93806,0.879957,0.326655,0.272059,0.443787,0.352679,0.238095,0.064516,5.76923,4.84261,3.33333,0.577778,1.17682,1.38491,9,3,0.241935,0.712121,0.7,0.666667,0.8,0.681818,3,1.80645,0,0,0.865338,0.74881,76,73,73,73,75,0
4,2.91935,0,0,0.92857,0.862242,30,16.2903,0,0,6.73719,45.3897,261,244,224,0.858238,16.7133,279.333,10,5.29032,0,0,2.77215,7.68482,49,45.25,43,0.877551,2.62996,6.91667,131,29.25,5.29032,25.4035,25.3716,43.5,1.8871,31,29.25,27,0.870968,2.06155,4.25,141.5,58,120.5,31,27,2.1129,62,43,46,329,23,34,4,3736,1952200,7737,17780,122,1,0.49762,6,4.22581,3,0.5,0.755729,0.571126,3,2.1129,0,0,0.9427,0.888684,0.191501,0.215488,0.168042,0.196825,0.185648,0.064516,9.48148,8.6653,7.22581,0.762097,1.07081,1.14663,35.375,4,0.729839,0.509885,0.515152,0.512195,0.5,0.512195,3,2.1129,0,0,0.907254,0.823109,87,83,83,83,117,1
4,3.87097,0,0,0.712508,0.507668,33,20.2903,0,0,6.23156,38.8324,336,336,336,1,0,0,10,5.41935,0,0,3.03827,9.23109,60,60,60,1,0,0,93,34.5,5.41935,29.9777,29.8605,51.5,2.22581,37,34.5,32,0.864865,2.08167,4.33333,479,176.5,400,37,32,1.5,62,48,48,337,27,31,4,5116,2146520,9866,19384,122,1,0.323638,4,3,2,0.5,0.809776,0.655738,3,1.5,0,0,0.784063,0.614754,0.152008,0.152083,0.157143,0.146847,0.151961,0.064516,9.42857,9.12051,8.81081,0.93448,0.658054,0.433035,36.8462,13,0.967742,0.5,0.5,0.5,0.5,0.5,3,1.5,0,0,0.804699,0.647541,78,65,65,65,138,1
1,0.967742,0,0,0.178127,0.031729,10,5.56452,0,0,3.06552,9.39741,123,88.25,63,0.512195,27.7534,770.25,10,5.69355,0,0,2.71962,7.39635,23,15,10,0.434783,5.59762,31.3333,131,18.75,5.69355,17.3821,17.3821,28,1.20968,26,18.75,16,0.615385,4.85627,23.5833,22.5,22.5,22.5,26,16,2.1129,62,39,39,354,19,19,4,986,2147060,3474,19503,122,1,0.486515,6,4.22581,2,0.333333,0.818222,0.669487,3,2.1129,0,0,0.959933,0.921471,0.329659,0.384615,0.425,0.298319,0.210702,0.064516,5,4.56816,4.17647,0.835294,0.620455,0.384965,1.875,12,0.241935,0.71558,0.75,0.75,0.666667,0.695652,3,2.1129,0,0,0.907254,0.823109,90,78,78,78,75,0
1,0.967742,0,0,0.178127,0.031729,10,5.3871,0,0,2.85929,8.17557,97,81,68,0.701031,13.4412,180.667,10,5.22581,0,0,3.11222,9.68588,18,15,13,0.722222,2.16025,4.66667,93,18.25,5.22581,16.9792,16.9708,27,1.17742,21,18.25,15,0.714286,3.20156,10.25,66.5,41.5,61,21,15,1.5,62,40,40,325,16,16,4,1258,2083250,3894,18807,122,1,0.288207,4,3,2,0.5,0.887066,0.786885,3,1.5,0,0,0.82482,0.680328,0.308093,0.28254,0.326389,0.304762,0.318681,0.064516,5.875,4.63065,4.14286,0.705167,0.665731,0.443197,13.3,5,0.241935,0.519841,0.5,0.5,0.555556,0.52381,3,1.5,0,0,0.82482,0.680328,70,65,65,65,73,0
4,1.95161,0,0,0.948293,0.89926,27,10.4677,0,0,6.40112,40.9744,184,166.75,148,0.804348,14.7281,216.917,10,5.19355,0,0,3.10916,9.66685,35,30.25,28,0.8,3.20156,10.25,131,33.75,5.19355,30.993,30.993,50.25,2.17742,38,33.75,29,0.763158,4.42531,19.5833,0,0,0,38,29,2.1129,62,0,0,323,0,0,4,2876,1977370,6387,17961,122,1,0.486515,6,4.22581,2,0.333333,0.777119,0.603913,3,2.1129,0,0,0.959933,0.921471,0.16185,0.144788,0.193548,0.133083,0.175981,0.064516,5.6129,4.85708,4.05405,0.722274,0.709462,0.503337,0,0,0.487903,1,1,1,1,1,3,2.1129,0,0,0.9427,0.888683,70,70,70,70,135,1
4,2.91935,0,0,0.980104,0.960603,29,16.1129,0,0,6.90475,47.6756,324,284.75,220,0.679012,45.6024,2079.58,10,6.01613,0,0,3.206,10.2784,51,45.25,36,0.705882,6.89807,47.5833,131,37.5,6.01613,33.5434,33.5434,56,2.41935,52,37.5,28,0.538462,11.3284,128.333,134.5,83.5,134.5,52,28,2.1129,62,41,41,374,32,32,4,3836,2321170,7887,21032,122,1,0.482285,6,4.22581,3,0.5,0.663309,0.439979,3,2.1129,0,0,0.9427,0.888684,0.157488,0.105769,0.134864,0.204365,0.184953,0.064516,8.13793,6.9154,5.28846,0.649853,1.37722,1.89674,10.3462,13,0.729839,0.700139,0.7,0.704545,0.692308,0.703704,3,2.1129,0,0,0.870365,0.757536,87,74,74,74,150,1
4,2.91935,0,0,0.92857,0.862242,31,16.0645,0,0,7.24483,52.4876,295,249,215,0.728814,33.6353,1131.33,10,5.56452,0,0,3.1655,10.0204,49,45.25,40,0.816327,3.77492,14.25,112,28,5.56452,24.3685,24.2645,42,1.80645,32,28,24,0.75,3.65148,13.3333,227.5,107,155.5,32,24,1.80645,62,41,40,346,30,31,4,4340,2126490,8643,19278,122,1,0.419355,5,3.6129,2,0.4,0.68604,0.47065,3,1.80645,0,0,0.920419,0.84717,0.198704,0.196667,0.211146,0.173234,0.213768,0.064516,10.3462,9.00373,7.86667,0.760347,1.73421,3.00747,56.875,4,0.729839,0.506939,0.5,0.516129,0.511628,0.5,3,1.80645,0,0,0.806504,0.650449,93,89,89,89,112,1
1,0.967742,0,0,0.178127,0.031729,10,5.24194,0,0,3.30268,10.9077,101,74,58,0.574257,19.0263,362,10,4.77419,0,0,3.03217,9.19408,20,15,11,0.55,3.91578,15.3333,93,13.5,4.77419,12.335,12.1641,20,0.870968,15,13.5,12,0.8,1.29099,1.66667,172.5,41.5,71,15,12,1.5,62,54,52,297,33,37,4,1228,1940600,3784,17502,122,1,0.274987,5,3,2,0.4,0.905357,0.819672,3,1.5,0,0,0.784063,0.614754,0.394451,0.428571,0.384615,0.384615,0.38,0.064516,7.6,5.92198,4.23077,0.55668,1.37989,1.90409,10.1471,17,0.241935,0.216521,0.222222,0.25,0.176471,0.217391,3,1.5,0,0,0.844461,0.713115,69,52,58,54,54,0
4,1.95161,0,0,0.87642,0.768112,28,10.6774,0,0,5.9555,35.468,167,150.5,134,0.802395,17.9351,321.667,10,4.67742,0,0,2.78623,7.76309,33,30.25,29,0.878788,1.89297,3.58333,112,27.25,4.67742,24.5344,24.5344,40.75,1.75806,30,27.25,24,0.8,2.5,6.25,32.5,20,32.5,30,24,1.80645,62,34,34,291,14,14,4,3280,1781370,6993,16178,122,1,0.409836,5,3.6129,2,0.4,0.875061,0.765733,3,1.80645,0,0,0.920419,0.84717,0.201816,0.192848,0.2125,0.177778,0.224138,0.064516,6.5,6.08356,5.59259,0.860399,0.887354,0.787397,16.25,2,0.487903,0.704497,0.708333,0.7,0.689655,0.72,3,1.80645,0,0,0.902432,0.814384,70,68,68,68,109,1
1,0.967742,0,0,0.178127,0.031729,10,5.08065,0,0,2.97695,8.86224,123,90.75,68,0.552846,24.5136,600.917,10,5.85484,0,0,3.06673,9.40481,20,15,10,0.5,4.39697,19.3333,112,11.5,5.85484,10.386,10.3379,17,0.741935,13,11.5,10,0.769231,1.29099,1.66667,125.5,27.5,90.5,13,10,1.80645,62,48,51,364,37,49,4,972,2253290,3372,20407,122,1,0.373876,5,3.6129,2,0.4,0.796608,0.634585,3,1.80645,0,0,0.920419,0.84717,0.451283,0.315508,0.516667,0.47,0.502959,0.064516,10.3333,6.73386,4.7,0.454839,2.68865,7.22882,5.97619,21,0.241935,0.182576,0.181818,0.181818,0.166667,0.2,3,1.80645,0,0,0.865338,0.74881,100,79,99,90,46,0
1,0.967742,0,0,0.178127,0.031729,10,5.33871,0,0,2.93617,8.6211,95,87,79,0.831579,6.733,45.3333,10,5.6129,0,0,2.91044,8.47065,16,15,14,0.875,0.816497,0.666667,131,23.75,5.6129,22.4341,22.4341,35.25,1.53226,31,23.75,20,0.645161,4.99166,24.9167,0,0,0,31,20,2.1129,62,0,0,349,0,0,4,928,2121710,3404,19271,122,1,0.490746,6,4.22581,2,0.333333,0.797935,0.6367,3,2.1129,0,0,0.993501,0.987044,0.238365,0.232919,0.276667,0.184946,0.258929,0.064516,4.15,3.58198,2.77419,0.66848,1.03132,1.06361,0,0,0.241935,1,1,1,1,1,3,2.1129,0,0,0.925147,0.855896,76,76,76,76,95,1
3,1.95161,0,0,0.777289,0.604178,27,10.8065,0,0,5.4407,29.6013,181,157.25,132,0.729282,21.0614,443.583,10,5.19355,0,0,2.82749,7.99471,32,30.25,27,0.84375,2.21736,4.91667,131,25.25,5.19355,22.7183,22.7183,37.5,1.62903,33,25.25,22,0.666667,5.18813,26.9167,29,24.5,29,33,22,2.1129,62,33,33,323,16,16,4,2976,1955960,6537,17784,122,1,0.47065,6,4.22581,3,0.5,0.663309,0.439979,3,2.1129,0,0,0.976861,0.954257,0.224832,0.255132,0.236715,0.170455,0.237027,0.064516,7.90909,6.77569,5.45455,0.689655,1.13364,1.28514,3.625,8,0.487903,0.711824,0.705882,0.722222,0.69697,0.722222,3,2.1129,0,0,0.925147,0.855896,81,73,73,73,101,1
4,3.87097,0,0,0.712508,0.507668,35,22.0161,0,0,7.1689,51.3932,316,316,316,1,0,0,10,5.09677,0,0,2.92367,8.54786,60,60,60,1,0,0,112,39.75,5.09677,34.7279,34.5899,59.25,2.56452,41,39.75,38,0.926829,1.5,2.25,347.5,74,260,41,38,1.80645,62,46,46,317,24,27,4,4604,1980640,9098,17942,122,1,0.391327,5,3.6129,2,0.4,0.856122,0.732946,3,1.80645,0,0,0.93806,0.879957,0.143193,0.148246,0.144444,0.139837,0.140244,0.064516,8.89474,8.59157,8.39024,0.943282,0.683087,0.466608,24.8214,14,0.967742,0.506515,0.509091,0.508772,0.5,0.508197,3,1.80645,0,0,0.865338,0.74881,77,63,71,65,159,1
4,1.95161,0,0,0.87642,0.768112,26,10.5968,0,0,5.83505,34.0479,185,158.5,135,0.72973,20.6317,425.667,10,5,0,0,2.86299,8.19672,36,30.25,26,0.722222,4.64579,21.5833,93,34.5,5,31.75,31.75,51.75,2.22581,44,34.5,28,0.636364,7.18795,51.6667,72.5,31,72.5,44,28,1.5,62,36,36,311,17,17,4,3784,1934790,7749,17517,122,1,0.334744,5,3,2,0.4,0.829774,0.688525,3,1.5,0,0,0.741067,0.54918,0.163234,0.173958,0.21164,0.144231,0.123106,0.064516,5.71429,4.86569,3.75,0.65625,1.19252,1.4221,0,0,0.487903,0.697222,0.7,0.692308,0.702703,0.693878,3,1.5,0,0,0.784063,0.614754,66,66,66,66,138,1
1,0.967742,0,0,0.178127,0.031729,10,5.45161,0,0,3.07116,9.43205,132,84.5,54,0.409091,33.5708,1127,10,5.45161,0,0,3.2324,10.4484,22,15,12,0.545455,4.69042,22,112,23.75,5.45161,22.3267,22.3267,35.25,1.53226,36,23.75,17,0.472222,8.53913,72.9167,0,0,0,36,17,1.80645,62,0,0,339,0,0,4,998,2015000,3508,18325,122,1,0.451084,6,3.6129,2,0.333333,0.929566,0.864093,3,1.80645,0,0,0.920419,0.84717,0.257221,0.159091,0.257525,0.377451,0.234818,0.064516,4.52941,3.60747,3.05263,0.673958,0.648365,0.420377,0,0,0.241935,1,1,1,1,1,3,1.80645,0,0,0.88408,0.781597,97,97,97,97,95,0
4,1.95161,0,0,0.755904,0.571391,22,9.93548,0,0,5.12106,26.2253,215,198.75,174,0.809302,17.4619,304.917,10,6.22581,0,0,2.89952,8.40719,33,30.25,28,0.848485,2.06155,4.25,112,29.5,6.22581,27.0362,27.0362,44,1.90323,36,29.5,27,0.75,4.3589,19,53,29.5,53,36,27,1.80645,62,40,40,387,15,15,4,3492,2456500,7311,22190,122,1,0.386568,6,3.6129,2,0.333333,0.875061,0.765733,3,1.80645,0,0,0.920419,0.84717,0.175877,0.133333,0.200255,0.180247,0.189675,0.064516,6.25926,5.31845,4,0.639053,0.895479,0.801883,6.625,8,0.487903,0.702919,0.702703,0.692308,0.708333,0.708333,3,1.80645,0,0,0.88408,0.781597,83,75,75,75,118,1
4,1.95161,0,0,0.838176,0.702539,31,10.8065,0,0,7.53753,56.8144,212,172,116,0.54717,40.7922,1664,10,5.3871,0,0,3.26107,10.6346,38,30.25,21,0.552632,7.71902,59.5833,112,15.25,5.3871,13.1224,12.6694,22.5,0.983871,16,15.25,15,0.9375,0.5,0.25,463.5,93.5,160,16,15,1.80645,62,50,55,335,35,63,4,2924,2034360,6307,18467,122,1,0.433633,5,3.6129,2,0.4,0.893599,0.798519,3,1.80645,0,0,0.88408,0.781597,0.361935,0.371429,0.353086,0.365132,0.358095,0.064516,13.875,10.9354,7.8,0.562162,2.86526,8.20973,11.3049,41,0.487903,0.200812,0.217391,0.2,0.193548,0.192308,3,1.80645,0,0,0.846182,0.716023,121,80,94,89,61,0
4,3.87097,0,0,0.712508,0.507668,35,20.2097,0,0,7.81578,61.0865,374,374,374,1,0,0,10,6.03226,0,0,3.25409,10.5891,60,60,60,1,0,0,112,45,6.03226,39.9947,39.9947,67.25,2.90323,54,45,37,0.685185,7.25718,52.6667,142,127,142,54,37,1.80645,62,37,37,375,20,20,4,4604,2331640,9098,21104,122,1,0.391327,5,3.6129,2,0.4,0.754328,0.569011,3,1.80645,0,0,0.88408,0.781597,0.118268,0.140991,0.122619,0.095988,0.113475,0.064516,8.45946,7.09609,5.75926,0.680807,1.46302,2.14044,0,0,0.967742,0.700676,0.710526,0.695652,0.698413,0.698113,3,1.80645,0,0,0.88408,0.781597,86,86,86,86,180,1
4,1.95161,0,0,0.818384,0.669752,31,10.2903,0,0,5.61143,31.4881,193,170.25,150,0.777202,17.6139,310.25,10,5.17742,0,0,3.02733,9.16473,33,30.25,26,0.787879,3.40343,11.5833,93,27.25,5.17742,24.5668,24.5481,40.5,1.75806,38,27.25,21,0.552632,7.41058,54.9167,118.5,65.5,106.5,38,21,1.5,62,50,50,322,24,25,4,4172,2039140,8331,18429,122,1,0.27816,5,3,2,0.4,0.868388,0.754098,3,1.5,0,0,0.804699,0.647541,0.196649,0.166667,0.218391,0.201538,0.2,0.064516,6.6,5.91833,5.24,0.793939,0.752775,0.566671,9.11539,13,0.487903,0.512535,0.509091,0.52381,0.5,0.517241,3,1.5,0,0,0.784063,0.614754,77,64,68,64,109,1
1,0.967742,0,0,0.178127,0.031729,10,4.59677,0,0,2.98334,8.90032,107,84,59,0.551402,19.6469,386,10,5.41935,0,0,3.00026,9.00159,20,15,10,0.5,4.39697,19.3333,112,19,5.41935,17.8546,17.8546,28.25,1.22581,21,19,16,0.761905,2.44949,6,14.5,14.5,14.5,21,16,1.80645,62,42,42,337,10,10,4,1254,2151610,3888,19445,122,1,0.361713,6,3.6129,2,0.333333,0.929566,0.864093,3,1.80645,0,0,0.955376,0.912744,0.248497,0.222222,0.263305,0.259375,0.249084,0.064516,5.1875,3.781,2.22222,0.42838,1.33115,1.77195,14.5,1,0.241935,0.715785,0.692308,0.6875,0.75,0.733333,3,1.80645,0,0,0.865338,0.74881,63,62,62,62,76,1
4,1.95161,0,0,0.838176,0.702539,26,10.7903,0,0,6.03307,36.3979,190,160.5,145,0.763158,21.2368,451,10,5,0,0,2.758,7.60656,34,30.25,27,0.794118,2.98608,8.91667,131,24,5,21.4059,21.3794,35.75,1.54839,26,24,22,0.846154,1.82574,3.33333,107,73.5,90.5,26,22,2.1129,62,52,52,311,30,29,4,3176,1975810,6837,17894,122,1,0.444209,6,4.22581,3,0.5,0.711022,0.505553,3,2.1129,0,0,0.976861,0.954257,0.230355,0.244444,0.220844,0.242967,0.213166,0.064516,8.26087,6.97221,6.18182,0.748325,1.139,1.29731,10.7,10,0.487903,0.513499,0.516129,0.516129,0.5,0.521739,3,2.1129,0,0,0.925147,0.855896,68,58,58,58,96,1
4,1.95161,0,0,0.913064,0.833686,30,10.5968,0,0,6.40558,41.0315,214,176.25,161,0.752336,25.2504,637.583,10,5.59677,0,0,3.08066,9.49048,36,30.25,28,0.777778,3.86221,14.9167,131,14.25,5.59677,12.0639,11.773,21,0.919355,15,14.25,13,0.866667,0.957427,0.916667,421.5,115,219,15,13,2.1129,62,58,57,348,57,64,4,2368,2156980,5451,19558,122,1,0.494976,6,4.22581,2,0.333333,0.711022,0.505553,3,2.1129,0,0,0.959933,0.921471,0.378941,0.411905,0.377551,0.344828,0.381481,0.064516,13.7333,11.4595,10,0.728155,1.51048,2.28155,6.29104,67,0.487903,0.210003,0.217391,0.2,0.214286,0.208333,3,2.1129,0,0,0.870365,0.757536,142,75,108,95,57,0
4,3.87097,0,0,0.712508,0.507668,35,20,0,0,6.70209,44.918,335,335,335,1,0,0,10,5.40323,0,0,2.89974,8.40851,60,60,60,1,0,0,93,76.75,5.40323,71.622,71.622,114.75,4.95161,92,76.75,67,0.728261,10.9659,120.25,0,0,0,92,67,1.5,62,0,0,336,0,0,4,5160,2131580,9932,19256,122,1,0.317821,4,3,2,0.5,0.849301,0.721311,3,1.5,0,0,0.82482,0.680328,0.068139,0.056341,0.072301,0.073134,0.070779,0.064516,4.38806,4.08832,3.38043,0.770371,0.634518,0.402613,0,0,0.967742,1,1,1,1,1,3,1.5,0,0,0.695418,0.483607,64,64,64,64,307,1
4,2.91935,0,0,0.963232,0.927816,36,16.5645,0,0,7.40762,54.8728,273,244,221,0.809524,22.0605,486.667,10,5.20968,0,0,2.97055,8.82417,50,45.25,41,0.82,4.03113,16.25,112,37,5.20968,32.8765,32.8765,55,2.3871,39,37,35,0.897436,1.63299,2.66667,46,37,46,39,35,1.80645,62,36,36,324,10,10,4,4468,1959040,8835,17795,122,1,0.39926,6,3.6129,2,0.333333,0.893599,0.79852,3,1.80645,0,0,0.920419,0.84717,0.153709,0.152973,0.143481,0.152933,0.165449,0.064516,7.64865,6.9442,6.27027,0.819788,0.77228,0.596417,4.18182,11,0.729839,0.701493,0.710526,0.690476,0.710526,0.694444,3,1.80645,0,0,0.865338,0.74881,87,76,76,76,148,1
4,2.91935,0,0,0.996689,0.99339,34,15.9032,0,0,8.11134,65.7938,264,243.5,213,0.806818,23.5584,555,10,5.14516,0,0,3.12497,9.76547,50,45.25,38,0.76,5.12348,26.25,131,30,5.14516,26.0797,26.0445,44.75,1.93548,34,30,24,0.705882,4.24264,18,189.5,83,167,34,24,2.1129,62,35,35,320,23,24,4,3488,1942470,7365,17659,122,1,0.525648,6,4.22581,3,0.5,0.711022,0.505553,3,2.1129,0,0,0.907254,0.82311,0.183787,0.218202,0.167467,0.186536,0.162941,0.064516,8.58065,8.22259,7.87097,0.917293,0.740124,0.547783,27.0714,7,0.729839,0.505708,0.5,0.512195,0.5,0.510638,3,2.1129,0,0,0.907254,0.823109,80,73,73,73,120,1
4,2.91935,0,0,1.07579,1.15732,38,17.6774,0,0,8.51763,72.55,231,223.5,203,0.878788,13.6991,187.667,10,4.80645,0,0,3.08268,9.50291,50,45.25,39,0.78,4.64579,21.5833,131,24.5,4.80645,20.3921,20.3319,36.75,1.58065,26,24.5,22,0.846154,1.91485,3.66667,234.5,97,198.5,26,22,2.1129,62,46,46,299,31,31,4,4096,1759220,8277,16050,122,1,0.435748,6,4.22581,3,0.5,0.555726,0.308831,3,2.1129,0,0,0.9427,0.888684,0.248586,0.23,0.248773,0.232742,0.282828,0.064516,12.7273,11.2491,9.07692,0.713187,1.38402,1.9155,26.0556,9,0.729839,0.508662,0.518519,0.5,0.516129,0.5,3,2.1129,0,0,0.976861,0.954257,96,87,87,87,98,1
4,3.87097,0,0,0.712508,0.507668,32,20.9516,0,0,6.62194,43.8501,342,342,342,1,0,0,10,5.51613,0,0,2.99038,8.94236,60,60,60,1,0,0,93,44.5,5.51613,39.4111,39.4111,66.5,2.87097,52,44.5,39,0.75,5.44671,29.6667,141,87.5,141,52,39,1.5,62,42,42,343,18,18,4,5224,2174470,10028,19642,122,1,0.30936,4,3,2,0.5,0.829774,0.688525,3,1.5,0,0,0.784063,0.614754,0.122616,0.134188,0.123643,0.108013,0.124621,0.064516,8.05128,7.35698,6.48077,0.804936,0.914648,0.836582,70.5,2,0.967742,0.700234,0.690476,0.702128,0.7,0.708333,3,1.5,0,0,0.804699,0.647541,72,70,70,70,178,1
